FIPS,State,County,Date,Population
40119,Oklahoma,Payne,1990,61507
40121,Oklahoma,Pittsburg,1990,40581
40123,Oklahoma,Pontotoc,1990,34119
40125,Oklahoma,Pottawatomie,1990,58760
40127,Oklahoma,Pushmataha,1990,10997
40129,Oklahoma,Roger Mills,1990,4147
40131,Oklahoma,Rogers,1990,55170
40133,Oklahoma,Seminole,1990,25412
40135,Oklahoma,Sequoyah,1990,33828
40137,Oklahoma,Stephens,1990,42299
40139,Oklahoma,Texas,1990,16419
40141,Oklahoma,Tillman,1990,10384
40143,Oklahoma,Tulsa,1990,503341
40145,Oklahoma,Wagoner,1990,47883
40147,Oklahoma,Washington,1990,48066
40149,Oklahoma,Washita,1990,11441
40151,Oklahoma,Woods,1990,9103
40153,Oklahoma,Woodward,1990,18976
41001,Oregon,Baker,1990,15317
41003,Oregon,Benton,1990,70811
41005,Oregon,Clackamas,1990,278850
41007,Oregon,Clatsop,1990,33301
41009,Oregon,Columbia,1990,37557
41011,Oregon,Coos,1990,60273
41013,Oregon,Crook,1990,14111
41015,Oregon,Curry,1990,19327
41017,Oregon,Deschutes,1990,74958
41019,Oregon,Douglas,1990,94649
41021,Oregon,Gilliam,1990,1717
41023,Oregon,Grant,1990,7853
41025,Oregon,Harney,1990,7060
41027,Oregon,Hood River,1990,16903
41029,Oregon,Jackson,1990,146389
41031,Oregon,Jefferson,1990,13676
41033,Oregon,Josephine,1990,62649
41035,Oregon,Klamath,1990,57702
41037,Oregon,Lake,1990,7186
41039,Oregon,Lane,1990,282912
41041,Oregon,Lincoln,1990,38889
41043,Oregon,Linn,1990,91227
41045,Oregon,Malheur,1990,26038
41047,Oregon,Marion,1990,228483
41049,Oregon,Morrow,1990,7625
41051,Oregon,Multnomah,1990,583887
41053,Oregon,Polk,1990,49541
41055,Oregon,Sherman,1990,1918
41057,Oregon,Tillamook,1990,21570
41059,Oregon,Umatilla,1990,59249
41061,Oregon,Union,1990,23598
41063,Oregon,Wallowa,1990,6911
41065,Oregon,Wasco,1990,21683
41067,Oregon,Washington,1990,311554
41069,Oregon,Wheeler,1990,1396
41071,Oregon,Yamhill,1990,65551
42001,Pennsylvania,Adams,1990,78274
42003,Pennsylvania,Allegheny,1990,1336449
42005,Pennsylvania,Armstrong,1990,73478
42007,Pennsylvania,Beaver,1990,186093
42009,Pennsylvania,Bedford,1990,47919
42011,Pennsylvania,Berks,1990,336523
42013,Pennsylvania,Blair,1990,130542
42015,Pennsylvania,Bradford,1990,60967
42017,Pennsylvania,Bucks,1990,541174
42019,Pennsylvania,Butler,1990,152013
42021,Pennsylvania,Cambria,1990,163029
42023,Pennsylvania,Cameron,1990,5913
42025,Pennsylvania,Carbon,1990,56846
42027,Pennsylvania,Centre,1990,123786
42029,Pennsylvania,Chester,1990,376396
42031,Pennsylvania,Clarion,1990,41699
42033,Pennsylvania,Clearfield,1990,78097
42035,Pennsylvania,Clinton,1990,37182
42037,Pennsylvania,Columbia,1990,63202
42039,Pennsylvania,Crawford,1990,86169
42041,Pennsylvania,Cumberland,1990,195257
42043,Pennsylvania,Dauphin,1990,237813
42045,Pennsylvania,Delaware,1990,547651
42047,Pennsylvania,Elk,1990,34878
42049,Pennsylvania,Erie,1990,275572
42051,Pennsylvania,Fayette,1990,145351
42053,Pennsylvania,Forest,1990,4802
42055,Pennsylvania,Franklin,1990,121082
42057,Pennsylvania,Fulton,1990,13837
42059,Pennsylvania,Greene,1990,39550
42061,Pennsylvania,Huntingdon,1990,44164
42063,Pennsylvania,Indiana,1990,89994
42065,Pennsylvania,Jefferson,1990,46083
42067,Pennsylvania,Juniata,1990,20625
42069,Pennsylvania,Lackawanna,1990,219039
42071,Pennsylvania,Lancaster,1990,422822
42073,Pennsylvania,Lawrence,1990,96246
42075,Pennsylvania,Lebanon,1990,113744
42077,Pennsylvania,Lehigh,1990,291130
42079,Pennsylvania,Luzerne,1990,328149
42081,Pennsylvania,Lycoming,1990,118710
42083,Pennsylvania,McKean,1990,47131
42085,Pennsylvania,Mercer,1990,121003
42087,Pennsylvania,Mifflin,1990,46197
42089,Pennsylvania,Monroe,1990,95709
42091,Pennsylvania,Montgomery,1990,678111
42093,Pennsylvania,Montour,1990,17735
42095,Pennsylvania,Northampton,1990,247105
42097,Pennsylvania,Northumberland,1990,96771
42099,Pennsylvania,Perry,1990,41172
42101,Pennsylvania,Philadelphia,1990,1585577
42103,Pennsylvania,Pike,1990,27966
42105,Pennsylvania,Potter,1990,16717
42107,Pennsylvania,Schuylkill,1990,152585
42109,Pennsylvania,Snyder,1990,36680
42111,Pennsylvania,Somerset,1990,78218
42113,Pennsylvania,Sullivan,1990,6104
42115,Pennsylvania,Susquehanna,1990,40380
42117,Pennsylvania,Tioga,1990,41126
42119,Pennsylvania,Union,1990,36176
42121,Pennsylvania,Venango,1990,59381
42123,Pennsylvania,Warren,1990,45050
42125,Pennsylvania,Washington,1990,204584
42127,Pennsylvania,Wayne,1990,39944
42129,Pennsylvania,Westmoreland,1990,370321
42131,Pennsylvania,Wyoming,1990,28076
42133,Pennsylvania,York,1990,339574
44001,Rhode Island,Bristol,1990,48859
44003,Rhode Island,Kent,1990,161135
44005,Rhode Island,Newport,1990,87194
44007,Rhode Island,Providence,1990,596270
44009,Rhode Island,Washington,1990,110006
45001,South Carolina,Abbeville,1990,23862
45003,South Carolina,Aiken,1990,120940
45005,South Carolina,Allendale,1990,11722
45007,South Carolina,Anderson,1990,145196
45009,South Carolina,Bamberg,1990,16902
45011,South Carolina,Barnwell,1990,20293
45013,South Carolina,Beaufort,1990,86425
45015,South Carolina,Berkeley,1990,128776
45017,South Carolina,Calhoun,1990,12753
45019,South Carolina,Charleston,1990,295039
45021,South Carolina,Cherokee,1990,44506
45023,South Carolina,Chester,1990,32170
45025,South Carolina,Chesterfield,1990,38577
45027,South Carolina,Clarendon,1990,28450
45029,South Carolina,Colleton,1990,34377
45031,South Carolina,Darlington,1990,61851
45033,South Carolina,Dillon,1990,29114
45035,South Carolina,Dorchester,1990,83060
45037,South Carolina,Edgefield,1990,18375
45039,South Carolina,Fairfield,1990,22295
45041,South Carolina,Florence,1990,114344
45043,South Carolina,Georgetown,1990,46302
45045,South Carolina,Greenville,1990,320167
45047,South Carolina,Greenwood,1990,59567
45049,South Carolina,Hampton,1990,18191
45051,South Carolina,Horry,1990,144053
45053,South Carolina,Jasper,1990,15487
45055,South Carolina,Kershaw,1990,43599
45057,South Carolina,Lancaster,1990,54516
45059,South Carolina,Laurens,1990,58092
45061,South Carolina,Lee,1990,18437
45063,South Carolina,Lexington,1990,167611
45067,South Carolina,Marion,1990,33899
45069,South Carolina,Marlboro,1990,29361
45065,South Carolina,McCormick,1990,8868
45071,South Carolina,Newberry,1990,33172
45073,South Carolina,Oconee,1990,57494
45075,South Carolina,Orangeburg,1990,84803
45077,South Carolina,Pickens,1990,93894
45079,South Carolina,Richland,1990,285720
45081,South Carolina,Saluda,1990,16357
45083,South Carolina,Spartanburg,1990,226800
45085,South Carolina,Sumter,1990,102637
45087,South Carolina,Union,1990,30337
45089,South Carolina,Williamsburg,1990,36815
45091,South Carolina,York,1990,131497
46003,South Dakota,Aurora,1990,3135
46005,South Dakota,Beadle,1990,18253
46007,South Dakota,Bennett,1990,3206
46009,South Dakota,Bon Homme,1990,7089
46011,South Dakota,Brookings,1990,25207
46013,South Dakota,Brown,1990,35580
46015,South Dakota,Brule,1990,5485
46017,South Dakota,Buffalo,1990,1759
46019,South Dakota,Butte,1990,7914
46021,South Dakota,Campbell,1990,1965
46023,South Dakota,Charles Mix,1990,9131
46025,South Dakota,Clark,1990,4403
46027,South Dakota,Clay,1990,13186
46029,South Dakota,Codington,1990,22698
46031,South Dakota,Corson,1990,4195
46033,South Dakota,Custer,1990,6179
46035,South Dakota,Davison,1990,17503
46037,South Dakota,Day,1990,6978
46039,South Dakota,Deuel,1990,4522
46041,South Dakota,Dewey,1990,5523
46043,South Dakota,Douglas,1990,3746
46045,South Dakota,Edmunds,1990,4356
46047,South Dakota,Fall River,1990,7353
46049,South Dakota,Faulk,1990,2744
46051,South Dakota,Grant,1990,8372
46053,South Dakota,Gregory,1990,5359
46055,South Dakota,Haakon,1990,2624
46057,South Dakota,Hamlin,1990,4974
46059,South Dakota,Hand,1990,4272
46061,South Dakota,Hanson,1990,2994
46063,South Dakota,Harding,1990,1669
46065,South Dakota,Hughes,1990,14817
46067,South Dakota,Hutchinson,1990,8262
46069,South Dakota,Hyde,1990,1696
46071,South Dakota,Jackson,1990,2811
46073,South Dakota,Jerauld,1990,2425
46075,South Dakota,Jones,1990,1324
46077,South Dakota,Kingsbury,1990,5925
46079,South Dakota,Lake,1990,10550
46081,South Dakota,Lawrence,1990,20655
46083,South Dakota,Lincoln,1990,15427
46085,South Dakota,Lyman,1990,3638
46091,South Dakota,Marshall,1990,4844
46087,South Dakota,McCook,1990,5688
46089,South Dakota,McPherson,1990,3228
46093,South Dakota,Meade,1990,21878
46095,South Dakota,Mellette,1990,2137
46097,South Dakota,Miner,1990,3272
46099,South Dakota,Minnehaha,1990,123809
46101,South Dakota,Moody,1990,6507
46103,South Dakota,Pennington,1990,81343
46105,South Dakota,Perkins,1990,3932
46107,South Dakota,Potter,1990,3190
46109,South Dakota,Roberts,1990,9914
46111,South Dakota,Sanborn,1990,2833
46113,South Dakota,Shannon,1990,9902
46115,South Dakota,Spink,1990,7981
46117,South Dakota,Stanley,1990,2453
46119,South Dakota,Sully,1990,1589
46121,South Dakota,Todd,1990,8352
46123,South Dakota,Tripp,1990,6924
46125,South Dakota,Turner,1990,8576
46127,South Dakota,Union,1990,10189
46129,South Dakota,Walworth,1990,6087
46135,South Dakota,Yankton,1990,19252
46137,South Dakota,Ziebach,1990,2220
47001,Tennessee,Anderson,1990,68250
47003,Tennessee,Bedford,1990,30411
47005,Tennessee,Benton,1990,14524
47007,Tennessee,Bledsoe,1990,9669
47009,Tennessee,Blount,1990,85969
47011,Tennessee,Bradley,1990,73712
47013,Tennessee,Campbell,1990,35079
47015,Tennessee,Cannon,1990,10467
47017,Tennessee,Carroll,1990,27514
47019,Tennessee,Carter,1990,51505
47021,Tennessee,Cheatham,1990,27140
47023,Tennessee,Chester,1990,12819
47025,Tennessee,Claiborne,1990,26137
47027,Tennessee,Clay,1990,7238
47029,Tennessee,Cocke,1990,29141
47031,Tennessee,Coffee,1990,40339
47033,Tennessee,Crockett,1990,13378
47035,Tennessee,Cumberland,1990,34736
47037,Tennessee,Davidson,1990,510784
47041,Tennessee,DeKalb,1990,14360
47039,Tennessee,Decatur,1990,10472
47043,Tennessee,Dickson,1990,35061
47045,Tennessee,Dyer,1990,34854
47047,Tennessee,Fayette,1990,25559
47049,Tennessee,Fentress,1990,14669
47051,Tennessee,Franklin,1990,34725
47053,Tennessee,Gibson,1990,46315
47055,Tennessee,Giles,1990,25741
47057,Tennessee,Grainger,1990,17095
47059,Tennessee,Greene,1990,55853
47061,Tennessee,Grundy,1990,13362
47063,Tennessee,Hamblen,1990,50480
47065,Tennessee,Hamilton,1990,285536
47067,Tennessee,Hancock,1990,6739
47069,Tennessee,Hardeman,1990,23377
47071,Tennessee,Hardin,1990,22633
47073,Tennessee,Hawkins,1990,44565
47075,Tennessee,Haywood,1990,19437
47077,Tennessee,Henderson,1990,21844
47079,Tennessee,Henry,1990,27888
47081,Tennessee,Hickman,1990,16754
47083,Tennessee,Houston,1990,7018
47085,Tennessee,Humphreys,1990,15795
47087,Tennessee,Jackson,1990,9297
47089,Tennessee,Jefferson,1990,33016
47091,Tennessee,Johnson,1990,13766
47093,Tennessee,Knox,1990,335749
47095,Tennessee,Lake,1990,7129
47097,Tennessee,Lauderdale,1990,23491
47099,Tennessee,Lawrence,1990,35303
47101,Tennessee,Lewis,1990,9247
47103,Tennessee,Lincoln,1990,28157
47105,Tennessee,Loudon,1990,31255
47111,Tennessee,Macon,1990,15906
47113,Tennessee,Madison,1990,77982
47115,Tennessee,Marion,1990,24860
47117,Tennessee,Marshall,1990,21539
47119,Tennessee,Maury,1990,54812
47107,Tennessee,McMinn,1990,42383
47109,Tennessee,McNairy,1990,22422
47121,Tennessee,Meigs,1990,8033
47123,Tennessee,Monroe,1990,30541
47125,Tennessee,Montgomery,1990,100498
47127,Tennessee,Moore,1990,4721
47129,Tennessee,Morgan,1990,17300
47131,Tennessee,Obion,1990,31717
47133,Tennessee,Overton,1990,17636
47135,Tennessee,Perry,1990,6612
47137,Tennessee,Pickett,1990,4548
47139,Tennessee,Polk,1990,13643
47141,Tennessee,Putnam,1990,51373
47143,Tennessee,Rhea,1990,24344
47145,Tennessee,Roane,1990,47227
47147,Tennessee,Robertson,1990,41494
47149,Tennessee,Rutherford,1990,118570
47151,Tennessee,Scott,1990,18358
47153,Tennessee,Sequatchie,1990,8863
47155,Tennessee,Sevier,1990,51043
47157,Tennessee,Shelby,1990,826330
47159,Tennessee,Smith,1990,14143
47161,Tennessee,Stewart,1990,9479
47163,Tennessee,Sullivan,1990,143596
47165,Tennessee,Sumner,1990,103281
47167,Tennessee,Tipton,1990,37568
47169,Tennessee,Trousdale,1990,5920
47171,Tennessee,Unicoi,1990,16549
47173,Tennessee,Union,1990,13694
47175,Tennessee,Van Buren,1990,4846
47177,Tennessee,Warren,1990,32992
47179,Tennessee,Washington,1990,92315
47181,Tennessee,Wayne,1990,13935
47183,Tennessee,Weakley,1990,31972
47185,Tennessee,White,1990,20090
47187,Tennessee,Williamson,1990,81021
47189,Tennessee,Wilson,1990,67675
48001,Texas,Anderson,1990,48024
48003,Texas,Andrews,1990,14338
48005,Texas,Angelina,1990,69884
48007,Texas,Aransas,1990,17892
48009,Texas,Archer,1990,7973
48011,Texas,Armstrong,1990,2021
48013,Texas,Atascosa,1990,30533
48015,Texas,Austin,1990,19832
48017,Texas,Bailey,1990,7064
48019,Texas,Bandera,1990,10562
48021,Texas,Bastrop,1990,38263
48023,Texas,Baylor,1990,4385
48025,Texas,Bee,1990,25135
48027,Texas,Bell,1990,191088
48029,Texas,Bexar,1990,1185394
48031,Texas,Blanco,1990,5972
48033,Texas,Borden,1990,799
48035,Texas,Bosque,1990,15125
48037,Texas,Bowie,1990,81665
48039,Texas,Brazoria,1990,191707
48041,Texas,Brazos,1990,121862
48043,Texas,Brewster,1990,8681
48045,Texas,Briscoe,1990,1971
48047,Texas,Brooks,1990,8204
48049,Texas,Brown,1990,34371
48051,Texas,Burleson,1990,13625
48053,Texas,Burnet,1990,22677
48055,Texas,Caldwell,1990,26392
48057,Texas,Calhoun,1990,19053
48059,Texas,Callahan,1990,11859
48061,Texas,Cameron,1990,260120
48063,Texas,Camp,1990,9904
48065,Texas,Carson,1990,6576
48067,Texas,Cass,1990,29982
48069,Texas,Castro,1990,9070
48071,Texas,Chambers,1990,20088
48073,Texas,Cherokee,1990,41049
48075,Texas,Childress,1990,5953
48077,Texas,Clay,1990,10024
48079,Texas,Cochran,1990,4377
48081,Texas,Coke,1990,3424
48083,Texas,Coleman,1990,9710
48085,Texas,Collin,1990,264036
48087,Texas,Collingsworth,1990,3573
48089,Texas,Colorado,1990,18383
48091,Texas,Comal,1990,51832
48093,Texas,Comanche,1990,13381
48095,Texas,Concho,1990,3044
48097,Texas,Cooke,1990,30777
48099,Texas,Coryell,1990,64213
48101,Texas,Cottle,1990,2247
48103,Texas,Crane,1990,4652
48105,Texas,Crockett,1990,4078
48107,Texas,Crosby,1990,7304
48109,Texas,Culberson,1990,3407
48111,Texas,Dallam,1990,5461
48113,Texas,Dallas,1990,1852810
48115,Texas,Dawson,1990,14349
48123,Texas,DeWitt,1990,18840
48117,Texas,Deaf Smith,1990,19153
48119,Texas,Delta,1990,4857
48121,Texas,Denton,1990,273525
48125,Texas,Dickens,1990,2571
48127,Texas,Dimmit,1990,10433
48129,Texas,Donley,1990,3696
48131,Texas,Duval,1990,12918
48133,Texas,Eastland,1990,18488
48135,Texas,Ector,1990,118934
48137,Texas,Edwards,1990,2266
48141,Texas,El Paso,1990,591610
48139,Texas,Ellis,1990,85167
48143,Texas,Erath,1990,27991
48145,Texas,Falls,1990,17712
48147,Texas,Fannin,1990,24804
48149,Texas,Fayette,1990,20095
48151,Texas,Fisher,1990,4842
48153,Texas,Floyd,1990,8497
48155,Texas,Foard,1990,1794
48157,Texas,Fort Bend,1990,225421
48159,Texas,Franklin,1990,7802
48161,Texas,Freestone,1990,15818
48163,Texas,Frio,1990,13472
48165,Texas,Gaines,1990,14123
48167,Texas,Galveston,1990,217399
48169,Texas,Garza,1990,5143
48171,Texas,Gillespie,1990,17204
48173,Texas,Glasscock,1990,1447
48175,Texas,Goliad,1990,5980
48177,Texas,Gonzales,1990,17205
48179,Texas,Gray,1990,23967
48181,Texas,Grayson,1990,95021
48183,Texas,Gregg,1990,104948
48185,Texas,Grimes,1990,18828
48187,Texas,Guadalupe,1990,64873
48189,Texas,Hale,1990,34671
48191,Texas,Hall,1990,3905
48193,Texas,Hamilton,1990,7733
48195,Texas,Hansford,1990,5848
48197,Texas,Hardeman,1990,5283
48199,Texas,Hardin,1990,41320
48201,Texas,Harris,1990,2818199
48203,Texas,Harrison,1990,57483
48205,Texas,Hartley,1990,3634
48207,Texas,Haskell,1990,6820
48209,Texas,Hays,1990,65614
48211,Texas,Hemphill,1990,3720
48213,Texas,Henderson,1990,58543
48215,Texas,Hidalgo,1990,383545
48217,Texas,Hill,1990,27146
48219,Texas,Hockley,1990,24199
48221,Texas,Hood,1990,28981
48223,Texas,Hopkins,1990,28833
48225,Texas,Houston,1990,21375
48227,Texas,Howard,1990,32343
48229,Texas,Hudspeth,1990,2915
48231,Texas,Hunt,1990,64343
48233,Texas,Hutchinson,1990,25689
48235,Texas,Irion,1990,1629
48237,Texas,Jack,1990,6981
48239,Texas,Jackson,1990,13039
48241,Texas,Jasper,1990,31102
48243,Texas,Jeff Davis,1990,1946
48245,Texas,Jefferson,1990,239397
48247,Texas,Jim Hogg,1990,5109
48249,Texas,Jim Wells,1990,37679
48251,Texas,Johnson,1990,97165
48253,Texas,Jones,1990,16490
48255,Texas,Karnes,1990,12455
48257,Texas,Kaufman,1990,52220
48259,Texas,Kendall,1990,14589
48261,Texas,Kenedy,1990,460
48263,Texas,Kent,1990,1010
48265,Texas,Kerr,1990,36304
48267,Texas,Kimble,1990,4122
48269,Texas,King,1990,354
48271,Texas,Kinney,1990,3119
48273,Texas,Kleberg,1990,30274
48275,Texas,Knox,1990,4837
48283,Texas,La Salle,1990,5254
48277,Texas,Lamar,1990,43949
48279,Texas,Lamb,1990,15072
48281,Texas,Lampasas,1990,13521
48285,Texas,Lavaca,1990,18690
48287,Texas,Lee,1990,12854
48289,Texas,Leon,1990,12665
48291,Texas,Liberty,1990,52726
48293,Texas,Limestone,1990,20946
48295,Texas,Lipscomb,1990,3143
48297,Texas,Live Oak,1990,9556
48299,Texas,Llano,1990,11631
48301,Texas,Loving,1990,107
48303,Texas,Lubbock,1990,222636
48305,Texas,Lynn,1990,6758
48313,Texas,Madison,1990,10931
48315,Texas,Marion,1990,9984
48317,Texas,Martin,1990,4956
48319,Texas,Mason,1990,3423
48321,Texas,Matagorda,1990,36928
48323,Texas,Maverick,1990,36378
48307,Texas,McCulloch,1990,8778
48309,Texas,McLennan,1990,189123
48311,Texas,McMullen,1990,817
48325,Texas,Medina,1990,27312
48327,Texas,Menard,1990,2252
48329,Texas,Midland,1990,106611
48331,Texas,Milam,1990,22946
48333,Texas,Mills,1990,4531
48335,Texas,Mitchell,1990,8016
48337,Texas,Montague,1990,17274
48339,Texas,Montgomery,1990,182201
48341,Texas,Moore,1990,17865
48343,Texas,Morris,1990,13200
48345,Texas,Motley,1990,1532
48347,Texas,Nacogdoches,1990,54753
48349,Texas,Navarro,1990,39926
48351,Texas,Newton,1990,13569
48353,Texas,Nolan,1990,16594
48355,Texas,Nueces,1990,291145
48357,Texas,Ochiltree,1990,9128
48359,Texas,Oldham,1990,2278
48361,Texas,Orange,1990,80509
48363,Texas,Palo Pinto,1990,25055
48365,Texas,Panola,1990,22035
48367,Texas,Parker,1990,64785
48369,Texas,Parmer,1990,9863
48371,Texas,Pecos,1990,14675
48373,Texas,Polk,1990,30687
48375,Texas,Potter,1990,97874
48377,Texas,Presidio,1990,6637
48379,Texas,Rains,1990,6715
48381,Texas,Randall,1990,89673
48383,Texas,Reagan,1990,4514
48385,Texas,Real,1990,2412
48387,Texas,Red River,1990,14317
48389,Texas,Reeves,1990,15852
48391,Texas,Refugio,1990,7976
48393,Texas,Roberts,1990,1025
48395,Texas,Robertson,1990,15511
48397,Texas,Rockwall,1990,25604
48399,Texas,Runnels,1990,11294
48401,Texas,Rusk,1990,43735
48403,Texas,Sabine,1990,9586
48405,Texas,San Augustine,1990,7999
48407,Texas,San Jacinto,1990,16372
48409,Texas,San Patricio,1990,58749
48411,Texas,San Saba,1990,5401
48413,Texas,Schleicher,1990,2990
48415,Texas,Scurry,1990,18634
48417,Texas,Shackelford,1990,3316
48419,Texas,Shelby,1990,22034
48421,Texas,Sherman,1990,2858
48423,Texas,Smith,1990,151309
48425,Texas,Somervell,1990,5360
48427,Texas,Starr,1990,40518
48429,Texas,Stephens,1990,9010
48431,Texas,Sterling,1990,1438
48433,Texas,Stonewall,1990,2013
48435,Texas,Sutton,1990,4135
48437,Texas,Swisher,1990,8133
48439,Texas,Tarrant,1990,1170103
48441,Texas,Taylor,1990,119655
48443,Texas,Terrell,1990,1410
48445,Texas,Terry,1990,13218
48447,Texas,Throckmorton,1990,1880
48449,Texas,Titus,1990,24009
48451,Texas,Tom Green,1990,98458
48453,Texas,Travis,1990,576407
48455,Texas,Trinity,1990,11445
48457,Texas,Tyler,1990,16646
48459,Texas,Upshur,1990,31370
48461,Texas,Upton,1990,4447
48463,Texas,Uvalde,1990,23340
48465,Texas,Val Verde,1990,38721
48467,Texas,Van Zandt,1990,37944
48469,Texas,Victoria,1990,74361
48471,Texas,Walker,1990,50917
48473,Texas,Waller,1990,23390
48475,Texas,Ward,1990,13115
48477,Texas,Washington,1990,26154
48479,Texas,Webb,1990,133239
48481,Texas,Wharton,1990,39955
48483,Texas,Wheeler,1990,5879
48485,Texas,Wichita,1990,122378
48487,Texas,Wilbarger,1990,15121
48489,Texas,Willacy,1990,17705
48491,Texas,Williamson,1990,139551
48493,Texas,Wilson,1990,22650
48495,Texas,Winkler,1990,8626
48497,Texas,Wise,1990,34679
48499,Texas,Wood,1990,29380
48501,Texas,Yoakum,1990,8786
48503,Texas,Young,1990,18126
48505,Texas,Zapata,1990,9279
48507,Texas,Zavala,1990,12162
49001,Utah,Beaver,1990,4765
49003,Utah,Box Elder,1990,36485
49005,Utah,Cache,1990,70183
49007,Utah,Carbon,1990,20228
49009,Utah,Daggett,1990,690
49011,Utah,Davis,1990,187941
49013,Utah,Duchesne,1990,12645
49015,Utah,Emery,1990,10332
49017,Utah,Garfield,1990,3980
49019,Utah,Grand,1990,6620
49021,Utah,Iron,1990,20789
49023,Utah,Juab,1990,5817
49025,Utah,Kane,1990,5169
49027,Utah,Millard,1990,11333
49029,Utah,Morgan,1990,5528
49031,Utah,Piute,1990,1277
49033,Utah,Rich,1990,1725
49035,Utah,Salt Lake,1990,725956
49037,Utah,San Juan,1990,12621
49039,Utah,Sanpete,1990,16259
49041,Utah,Sevier,1990,15431
49043,Utah,Summit,1990,15518
49045,Utah,Tooele,1990,26601
49047,Utah,Uintah,1990,22211
49049,Utah,Utah,1990,263590
49051,Utah,Wasatch,1990,10089
49053,Utah,Washington,1990,48560
49055,Utah,Wayne,1990,2177
49057,Utah,Weber,1990,158330
50001,Vermont,Addison,1990,32953
50003,Vermont,Bennington,1990,35845
50005,Vermont,Caledonia,1990,27846
50007,Vermont,Chittenden,1990,131761
50009,Vermont,Essex,1990,6405
50011,Vermont,Franklin,1990,39980
50013,Vermont,Grand Isle,1990,5318
50015,Vermont,Lamoille,1990,19735
50017,Vermont,Orange,1990,26149
50019,Vermont,Orleans,1990,24053
50021,Vermont,Rutland,1990,62142
50023,Vermont,Washington,1990,54928
50025,Vermont,Windham,1990,41588
50027,Vermont,Windsor,1990,54055
51001,Virginia,Accomack,1990,31703
51003,Virginia,Albemarle,1990,68040
51510,Virginia,Alexandria (city),1990,111183
51005,Virginia,Alleghany,1990,13176
51007,Virginia,Amelia,1990,8787
51009,Virginia,Amherst,1990,28578
51011,Virginia,Appomattox,1990,12298
51013,Virginia,Arlington,1990,170936
51015,Virginia,Augusta,1990,54677
51017,Virginia,Bath,1990,4799
51019,Virginia,Bedford,1990,45656
51515,Virginia,Bedford (city),1990,6073
51021,Virginia,Bland,1990,6514
51023,Virginia,Botetourt,1990,24992
51520,Virginia,Bristol (city),1990,18426
51025,Virginia,Brunswick,1990,15987
51027,Virginia,Buchanan,1990,31333
51029,Virginia,Buckingham,1990,12873
51530,Virginia,Buena Vista (city),1990,6406
51031,Virginia,Campbell,1990,47572
51033,Virginia,Caroline,1990,19217
51035,Virginia,Carroll,1990,26594
51036,Virginia,Charles City,1990,6282
51037,Virginia,Charlotte,1990,11688
51540,Virginia,Charlottesville (city),1990,40341
51550,Virginia,Chesapeake (city),1990,151976
51041,Virginia,Chesterfield,1990,209274
51043,Virginia,Clarke,1990,12101
51560,Virginia,Clifton Forge (city),1990,4679
51570,Virginia,Colonial Heights (city),1990,16064
51580,Virginia,Covington (city),1990,6991
51045,Virginia,Craig,1990,4372
51047,Virginia,Culpeper,1990,27791
51049,Virginia,Cumberland,1990,7825
51590,Virginia,Danville (city),1990,53056
51051,Virginia,Dickenson,1990,17620
51053,Virginia,Dinwiddie,1990,20960
51595,Virginia,Emporia (city),1990,5306
51057,Virginia,Essex,1990,8689
51059,Virginia,Fairfax,1990,818584
51600,Virginia,Fairfax (city),1990,19622
51610,Virginia,Falls Church (city),1990,9578
51061,Virginia,Fauquier,1990,48741
51063,Virginia,Floyd,1990,12005
51065,Virginia,Fluvanna,1990,12429
51067,Virginia,Franklin,1990,39549
51620,Virginia,Franklin (city),1990,7864
51069,Virginia,Frederick,1990,45723
51630,Virginia,Fredericksburg (city),1990,19027
51640,Virginia,Galax (city),1990,6670
51071,Virginia,Giles,1990,16366
51073,Virginia,Gloucester,1990,30131
51075,Virginia,Goochland,1990,14163
51077,Virginia,Grayson,1990,16278
51079,Virginia,Greene,1990,10297
51081,Virginia,Greensville,1990,8853
51083,Virginia,Halifax,1990,29033
51650,Virginia,Hampton (city),1990,133793
51085,Virginia,Hanover,1990,63306
51660,Virginia,Harrisonburg (city),1990,30707
51087,Virginia,Henrico,1990,217881
51089,Virginia,Henry,1990,56942
51091,Virginia,Highland,1990,2635
51670,Virginia,Hopewell (city),1990,23101
51093,Virginia,Isle of Wight,1990,25053
51095,Virginia,James City,1990,34859
51099,Virginia,King George,1990,13527
51101,Virginia,King William,1990,10913
51097,Virginia,King and Queen,1990,6289
51103,Virginia,Lancaster,1990,10896
51105,Virginia,Lee,1990,24496
51678,Virginia,Lexington (city),1990,6959
51107,Virginia,Loudoun,1990,86129
51109,Virginia,Louisa,1990,20325
51111,Virginia,Lunenburg,1990,11419
51680,Virginia,Lynchburg (city),1990,66049
51113,Virginia,Madison,1990,11949
51683,Virginia,Manassas (city),1990,27957
51685,Virginia,Manassas Park (city),1990,6734
51690,Virginia,Martinsville (city),1990,16162
51115,Virginia,Mathews,1990,8348
51117,Virginia,Mecklenburg,1990,29241
51119,Virginia,Middlesex,1990,8653
51121,Virginia,Montgomery,1990,73913
51125,Virginia,Nelson,1990,12778
51127,Virginia,New Kent,1990,10445
51700,Virginia,Newport News (city),1990,170045
51710,Virginia,Norfolk (city),1990,261229
51131,Virginia,Northampton,1990,13061
51133,Virginia,Northumberland,1990,10524
51720,Virginia,Norton (city),1990,4247
51135,Virginia,Nottoway,1990,14993
